firstname,lastname,birthmonth,birthday,birthyear,course,phonenumber,,,Birth's Per Month,,Birth's Per Day,,Birth's Per Year,,Person's Per Course,,Globe or Smart,,,
name2451,lastname2451,January,22,99,BS Management Engineering,639174822116.00,917.48,917,,,,,,,,,,,,
name2452,lastname2452,April,23,99,BS Management Engineering,639175385323.00,917.54,917,,,,,,,,,,,,
name2453,lastname2453,March,22,1,BS Comtech,639175233869.00,917.52,917,,,,,,,,,,,,
name2454,lastname2454,November,19,99,BS Management Engineering,639173853899.00,917.39,917,,,,,,,,,,,,
name2455,lastname2455,December,24,97,BS IT Entrepreneurship,639185934633.00,918.59,918,,,,,,,,,,,,
name2456,lastname2456,April,9,98,BS Legal Management,639277258448.00,927.73,927,,,,,,,,,,,,
name2457,lastname2457,October,10,1,BS Management,639178757767.00,917.88,917,,,,,,,,,,,,
name2458,lastname2458,November,4,99,BS IT Entrepreneurship,639172348813.00,917.23,917,,,,,,,,,,,,
name2459,lastname2459,January,6,98,BS Comtech,639178542574.00,917.85,917,,,,,,,,,,,,
name2460,lastname2460,April,18,1,BS IT Entrepreneurship,639181728477.00,918.17,918,,,,,,,,,,,,
name2461,lastname2461,November,18,98,BS Legal Management,639277797910.00,927.78,927,,,,,,,,,,,,
name2462,lastname2462,November,4,97,BS IT Entrepreneurship,639186592984.00,918.66,918,,,,,,,,,,,,
name2463,lastname2463,January,28,97,BS Management,639273414442.00,927.34,927,,,,,,,,,,,,
name2464,lastname2464,September,6,98,BS Management,639278103537.00,927.81,927,,,,,,,,,,,,
name2465,lastname2465,October,28,99,BS Management,639178486313.00,917.85,917,,,,,,,,,,,,
name2466,lastname2466,May,28,97,BS Management Engineering,639185967521.00,918.60,918,,,,,,,,,,,,
name2467,lastname2467,February,12,97,BS Legal Management,639275371630.00,927.54,927,,,,,,,,,,,,
name2468,lastname2468,September,4,97,BS Management,639175228739.00,917.52,917,,,,,,,,,,,,
name2469,lastname2469,November,26,99,BS IT Entrepreneurship,639279614729.00,927.96,927,,,,,,,,,,,,
name2470,lastname2470,July,5,99,BS Management Engineering,639187467549.00,918.75,918,,,,,,,,,,,,
name2471,lastname2471,April,15,98,BS Management,639171865933.00,917.19,917,,,,,,,,,,,,
name2472,lastname2472,December,13,97,BS Comtech,639188727265.00,918.87,918,,,,,,,,,,,,
name2473,lastname2473,May,6,97,BS Management,639189509443.00,918.95,918,,,,,,,,,,,,
name2474,lastname2474,January,24,97,BS Management Engineering,639189094946.00,918.91,918,,,,,,,,,,,,
name2475,lastname2475,January,12,99,BS Legal Management,639273125973.00,927.31,927,,,,,,,,,,,,
name2476,lastname2476,August,15,1,BS Legal Management,639188936385.00,918.89,918,,,,,,,,,,,,
name2477,lastname2477,September,27,1,BS Legal Management,639188776490.00,918.88,918,,,,,,,,,,,,
name2478,lastname2478,November,3,1,BS Management,639173476498.00,917.35,917,,,,,,,,,,,,
name2479,lastname2479,December,23,99,BS Legal Management,639185732384.00,918.57,918,,,,,,,,,,,,
name2480,lastname2480,May,22,98,BS Comtech,639187594404.00,918.76,918,,,,,,,,,,,,
name2481,lastname2481,March,3,1,BS Comtech,639173325207.00,917.33,917,,,,,,,,,,,,
name2482,lastname2482,September,10,0,BS Comtech,639171958173.00,917.20,917,,,,,,,,,,,,
name2483,lastname2483,January,6,0,BS Legal Management,639277818674.00,927.78,927,,,,,,,,,,,,
name2484,lastname2484,November,10,0,BS Management Engineering,639273479357.00,927.35,927,,,,,,,,,,,,
name2485,lastname2485,May,14,99,BS Management,639276508064.00,927.65,927,,,,,,,,,,,,
name2486,lastname2486,January,6,99,BS Management,639277022432.00,927.70,927,,,,,,,,,,,,
name2487,lastname2487,December,26,0,BS Comtech,639276341504.00,927.63,927,,,,,,,,,,,,
name2488,lastname2488,March,25,99,BS Management,639186142482.00,918.61,918,,,,,,,,,,,,
name2489,lastname2489,January,20,97,BS Legal Management,639184173419.00,918.42,918,,,,,,,,,,,,
name2490,lastname2490,August,16,0,BS Legal Management,639188004530.00,918.80,918,,,,,,,,,,,,
name2491,lastname2491,January,3,99,BS Legal Management,639274791685.00,927.48,927,,,,,,,,,,,,
name2492,lastname2492,January,9,1,BS IT Entrepreneurship,639175178009.00,917.52,917,,,,,,,,,,,,
name2493,lastname2493,September,9,99,BS Management Engineering,639276493563.00,927.65,927,,,,,,,,,,,,
name2494,lastname2494,April,10,0,BS Comtech,639187973972.00,918.80,918,,,,,,,,,,,,
name2495,lastname2495,May,11,98,BS Comtech,639277023361.00,927.70,927,,,,,,,,,,,,
name2496,lastname2496,September,16,98,BS Comtech,639177948406.00,917.79,917,,,,,,,,,,,,
name2497,lastname2497,December,10,0,BS Management Engineering,639172407897.00,917.24,917,,,,,,,,,,,,
name2498,lastname2498,December,8,1,BS Management,639174374761.00,917.44,917,,,,,,,,,,,,
name2499,lastname2499,September,2,97,BS IT Entrepreneurship,639275541341.00,927.55,927,,,,,,,,,,,,
name2500,lastname2500,March,12,1,BS Management,639187877812.00,918.79,918,,,,,,,,,,,,
name2501,lastname2501,December,1,1,BS Management,639176548967.00,917.65,917,,,,,,,,,,,,
name2502,lastname2502,December,19,0,BS Management,639179294398.00,917.93,917,,,,,,,,,,,,
name2503,lastname2503,February,6,98,BS Comtech,639185653640.00,918.57,918,,,,,,,,,,,,
name2504,lastname2504,April,9,0,BS Legal Management,639185205187.00,918.52,918,,,,,,,,,,,,
name2505,lastname2505,January,28,97,BS IT Entrepreneurship,639273638348.00,927.36,927,,,,,,,,,,,,
name2506,lastname2506,November,22,98,BS Comtech,639278949571.00,927.89,927,,,,,,,,,,,,
name2507,lastname2507,February,11,97,BS Legal Management,639179982534.00,918.00,917,,,,,,,,,,,,
name2508,lastname2508,April,18,1,BS Legal Management,639276479151.00,927.65,927,,,,,,,,,,,,
name2509,lastname2509,October,25,98,BS Legal Management,639277444282.00,927.74,927,,,,,,,,,,,,
name2510,lastname2510,June,11,98,BS Comtech,639178699466.00,917.87,917,,,,,,,,,,,,
name2511,lastname2511,December,25,97,BS Legal Management,639182877261.00,918.29,918,,,,,,,,,,,,
name2512,lastname2512,May,25,99,BS Management Engineering,639279069410.00,927.91,927,,,,,,,,,,,,
name2513,lastname2513,November,10,0,BS Comtech,639184902582.00,918.49,918,,,,,,,,,,,,
name2514,lastname2514,September,15,98,BS IT Entrepreneurship,639181519228.00,918.15,918,,,,,,,,,,,,
name2515,lastname2515,April,28,1,BS Management Engineering,639272798965.00,927.28,927,,,,,,,,,,,,
name2516,lastname2516,January,19,97,BS Management,639186092244.00,918.61,918,,,,,,,,,,,,
name2517,lastname2517,November,17,98,BS IT Entrepreneurship,639272903455.00,927.29,927,,,,,,,,,,,,
name2518,lastname2518,October,15,1,BS Legal Management,639185921101.00,918.59,918,,,,,,,,,,,,
name2519,lastname2519,May,24,99,BS IT Entrepreneurship,639278662938.00,927.87,927,,,,,,,,,,,,
name2520,lastname2520,October,11,98,BS Management,639181805555.00,918.18,918,,,,,,,,,,,,
name2521,lastname2521,January,18,97,BS Management Engineering,639271401589.00,927.14,927,,,,,,,,,,,,
name2522,lastname2522,May,28,1,BS Comtech,639279306395.00,927.93,927,,,,,,,,,,,,
name2523,lastname2523,July,23,1,BS IT Entrepreneurship,639278151092.00,927.82,927,,,,,,,,,,,,
name2524,lastname2524,May,26,0,BS Management Engineering,639275961752.00,927.60,927,,,,,,,,,,,,
name2525,lastname2525,April,12,98,BS Management Engineering,639174232721.00,917.42,917,,,,,,,,,,,,
name2526,lastname2526,January,9,1,BS Management Engineering,639181022217.00,918.10,918,,,,,,,,,,,,
name2527,lastname2527,April,21,97,BS Management,639188085353.00,918.81,918,,,,,,,,,,,,
name2528,lastname2528,April,5,99,BS Legal Management,639176699647.00,917.67,917,,,,,,,,,,,,
name2529,lastname2529,May,11,98,BS Management,639274407845.00,927.44,927,,,,,,,,,,,,
name2530,lastname2530,June,17,0,BS Management,639184318667.00,918.43,918,,,,,,,,,,,,
name2531,lastname2531,January,17,98,BS Comtech,639272043757.00,927.20,927,,,,,,,,,,,,
name2532,lastname2532,November,28,1,BS Legal Management,639273134542.00,927.31,927,,,,,,,,,,,,
name2533,lastname2533,December,12,0,BS IT Entrepreneurship,639184578951.00,918.46,918,,,,,,,,,,,,
name2534,lastname2534,May,19,99,BS Management Engineering,639183082032.00,918.31,918,,,,,,,,,,,,
name2535,lastname2535,September,16,97,BS Legal Management,639274748597.00,927.47,927,,,,,,,,,,,,
name2536,lastname2536,February,17,1,BS Management Engineering,639173954691.00,917.40,917,,,,,,,,,,,,
name2537,lastname2537,November,9,98,BS IT Entrepreneurship,639188731719.00,918.87,918,,,,,,,,,,,,
name2538,lastname2538,January,2,97,BS Comtech,639185608844.00,918.56,918,,,,,,,,,,,,
name2539,lastname2539,February,3,98,BS IT Entrepreneurship,639277955882.00,927.80,927,,,,,,,,,,,,
name2540,lastname2540,November,18,97,BS IT Entrepreneurship,639189605438.00,918.96,918,,,,,,,,,,,,
name2541,lastname2541,November,18,99,BS Legal Management,639189287748.00,918.93,918,,,,,,,,,,,,
name2542,lastname2542,December,5,97,BS Comtech,639274232526.00,927.42,927,,,,,,,,,,,,
name2543,lastname2543,September,18,98,BS Comtech,639183251526.00,918.33,918,,,,,,,,,,,,
name2544,lastname2544,April,18,99,BS Management Engineering,639271791079.00,927.18,927,,,,,,,,,,,,
name2545,lastname2545,July,13,0,BS Comtech,639188816528.00,918.88,918,,,,,,,,,,,,
name2546,lastname2546,August,19,99,BS IT Entrepreneurship,639173349017.00,917.33,917,,,,,,,,,,,,
name2547,lastname2547,February,16,0,BS Comtech,639184406060.00,918.44,918,,,,,,,,,,,,
name2548,lastname2548,January,5,99,BS Management,639277742119.00,927.77,927,,,,,,,,,,,,
name2549,lastname2549,April,20,98,BS Management Engineering,639184936405.00,918.49,918,,,,,,,,,,,,
name2550,lastname2550,August,8,98,BS IT Entrepreneurship,639187935808.00,918.79,918,,,,,,,,,,,,
name2551,lastname2551,March,12,97,BS IT Entrepreneurship,639174108644.00,917.41,917,,,,,,,,,,,,
name2552,lastname2552,May,18,97,BS Legal Management,639173827700.00,917.38,917,,,,,,,,,,,,
name2553,lastname2553,July,14,97,BS Comtech,639175545621.00,917.55,917,,,,,,,,,,,,
name2554,lastname2554,April,25,99,BS Legal Management,639272915154.00,927.29,927,,,,,,,,,,,,
name2555,lastname2555,August,10,97,BS IT Entrepreneurship,639278614721.00,927.86,927,,,,,,,,,,,,
name2556,lastname2556,February,18,98,BS Legal Management,639278936964.00,927.89,927,,,,,,,,,,,,
name2557,lastname2557,July,4,99,BS Management Engineering,639178186486.00,917.82,917,,,,,,,,,,,,
name2558,lastname2558,December,15,97,BS Legal Management,639272626276.00,927.26,927,,,,,,,,,,,,
name2559,lastname2559,August,7,1,BS Comtech,639174195167.00,917.42,917,,,,,,,,,,,,
name2560,lastname2560,February,3,98,BS Legal Management,639279914924.00,927.99,927,,,,,,,,,,,,
name2561,lastname2561,August,12,0,BS Management,639172755243.00,917.28,917,,,,,,,,,,,,
name2562,lastname2562,May,24,99,BS Legal Management,639277543697.00,927.75,927,,,,,,,,,,,,
name2563,lastname2563,March,16,97,BS Legal Management,639275151326.00,927.52,927,,,,,,,,,,,,
name2564,lastname2564,October,22,98,BS Management,639271907709.00,927.19,927,,,,,,,,,,,,
name2565,lastname2565,January,6,97,BS Comtech,639279143489.00,927.91,927,,,,,,,,,,,,
name2566,lastname2566,December,22,98,BS Comtech,639275103306.00,927.51,927,,,,,,,,,,,,
name2567,lastname2567,April,21,0,BS Management,639171372165.00,917.14,917,,,,,,,,,,,,
name2568,lastname2568,May,17,98,BS Management,639279999548.00,928.00,927,,,,,,,,,,,,
name2569,lastname2569,October,21,0,BS Management,639274398623.00,927.44,927,,,,,,,,,,,,
name2570,lastname2570,October,15,1,BS Management Engineering,639189363308.00,918.94,918,,,,,,,,,,,,
name2571,lastname2571,July,8,99,BS Management Engineering,639272121620.00,927.21,927,,,,,,,,,,,,
name2572,lastname2572,October,11,1,BS Comtech,639175709954.00,917.57,917,,,,,,,,,,,,
name2573,lastname2573,May,23,98,BS Management Engineering,639275774535.00,927.58,927,,,,,,,,,,,,
name2574,lastname2574,January,16,97,BS Management,639187588124.00,918.76,918,,,,,,,,,,,,
name2575,lastname2575,December,25,0,BS Comtech,639271032003.00,927.10,927,,,,,,,,,,,,
name2576,lastname2576,May,25,98,BS IT Entrepreneurship,639276264429.00,927.63,927,,,,,,,,,,,,
name2577,lastname2577,April,15,97,BS Comtech,639273009845.00,927.30,927,,,,,,,,,,,,
name2578,lastname2578,December,17,1,BS Comtech,639177914807.00,917.79,917,,,,,,,,,,,,
name2579,lastname2579,October,8,99,BS Management Engineering,639278105558.00,927.81,927,,,,,,,,,,,,
name2580,lastname2580,August,20,97,BS Legal Management,639188878537.00,918.89,918,,,,,,,,,,,,
name2581,lastname2581,November,7,99,BS Legal Management,639187902841.00,918.79,918,,,,,,,,,,,,
name2582,lastname2582,January,8,98,BS Legal Management,639176026957.00,917.60,917,,,,,,,,,,,,
name2583,lastname2583,April,28,1,BS Comtech,639173867741.00,917.39,917,,,,,,,,,,,,
name2584,lastname2584,February,11,99,BS IT Entrepreneurship,639184009775.00,918.40,918,,,,,,,,,,,,
name2585,lastname2585,May,8,99,BS Comtech,639181537448.00,918.15,918,,,,,,,,,,,,
name2586,lastname2586,April,6,98,BS Management,639276408396.00,927.64,927,,,,,,,,,,,,
name2587,lastname2587,April,5,99,BS IT Entrepreneurship,639276915341.00,927.69,927,,,,,,,,,,,,
name2588,lastname2588,April,9,0,BS Management,639176761899.00,917.68,917,,,,,,,,,,,,
name2589,lastname2589,March,13,99,BS Legal Management,639175735058.00,917.57,917,,,,,,,,,,,,
name2590,lastname2590,September,4,1,BS Comtech,639273956034.00,927.40,927,,,,,,,,,,,,
name2591,lastname2591,January,13,0,BS Management,639175302742.00,917.53,917,,,,,,,,,,,,
name2592,lastname2592,October,25,99,BS Comtech,639182448484.00,918.24,918,,,,,,,,,,,,
name2593,lastname2593,June,18,98,BS Management Engineering,639271416274.00,927.14,927,,,,,,,,,,,,
name2594,lastname2594,June,12,99,BS Management,639276402517.00,927.64,927,,,,,,,,,,,,
name2595,lastname2595,August,14,98,BS Comtech,639179917278.00,917.99,917,,,,,,,,,,,,
name2596,lastname2596,December,22,98,BS Management Engineering,639184862307.00,918.49,918,,,,,,,,,,,,
name2597,lastname2597,February,11,99,BS Comtech,639178133010.00,917.81,917,,,,,,,,,,,,
name2598,lastname2598,April,18,98,BS Management Engineering,639274445398.00,927.44,927,,,,,,,,,,,,
name2599,lastname2599,August,22,99,BS Comtech,639188057805.00,918.81,918,,,,,,,,,,,,
name2600,lastname2600,October,23,99,BS Comtech,639276128812.00,927.61,927,,,,,,,,,,,,
name2601,lastname2601,August,3,99,BS Comtech,639187142798.00,918.71,918,,,,,,,,,,,,
name2602,lastname2602,August,19,99,BS Management Engineering,639187071691.00,918.71,918,,,,,,,,,,,,
name2603,lastname2603,November,23,97,BS Comtech,639188753524.00,918.88,918,,,,,,,,,,,,
name2604,lastname2604,November,19,99,BS Management,639182249200.00,918.22,918,,,,,,,,,,,,
name2605,lastname2605,September,26,0,BS IT Entrepreneurship,639188026074.00,918.80,918,,,,,,,,,,,,
name2606,lastname2606,February,17,98,BS Comtech,639279648172.00,927.96,927,,,,,,,,,,,,
name2607,lastname2607,September,5,1,BS Comtech,639176428108.00,917.64,917,,,,,,,,,,,,
name2608,lastname2608,January,15,98,BS Comtech,639279982587.00,928.00,927,,,,,,,,,,,,
name2609,lastname2609,April,27,1,BS Comtech,639272299368.00,927.23,927,,,,,,,,,,,,
name2610,lastname2610,April,17,98,BS Legal Management,639189605607.00,918.96,918,,,,,,,,,,,,
name2611,lastname2611,October,12,1,BS Management,639175694246.00,917.57,917,,,,,,,,,,,,
name2612,lastname2612,June,10,99,BS IT Entrepreneurship,639186223293.00,918.62,918,,,,,,,,,,,,
name2613,lastname2613,July,24,98,BS Legal Management,639188776689.00,918.88,918,,,,,,,,,,,,
name2614,lastname2614,May,25,1,BS IT Entrepreneurship,639171992805.00,917.20,917,,,,,,,,,,,,
name2615,lastname2615,January,17,99,BS Management,639186874279.00,918.69,918,,,,,,,,,,,,
name2616,lastname2616,May,10,97,BS Management,639176416984.00,917.64,917,,,,,,,,,,,,
name2617,lastname2617,May,19,98,BS IT Entrepreneurship,639174584506.00,917.46,917,,,,,,,,,,,,
name2618,lastname2618,August,13,98,BS IT Entrepreneurship,639275249294.00,927.52,927,,,,,,,,,,,,
name2619,lastname2619,July,9,99,BS Comtech,639183851052.00,918.39,918,,,,,,,,,,,,
name2620,lastname2620,November,9,98,BS IT Entrepreneurship,639277394781.00,927.74,927,,,,,,,,,,,,
name2621,lastname2621,May,24,98,BS Management Engineering,639189208845.00,918.92,918,,,,,,,,,,,,
name2622,lastname2622,June,22,1,BS Management,639272313748.00,927.23,927,,,,,,,,,,,,
name2623,lastname2623,April,21,98,BS Comtech,639276885360.00,927.69,927,,,,,,,,,,,,
name2624,lastname2624,July,25,0,BS IT Entrepreneurship,639272333593.00,927.23,927,,,,,,,,,,,,
name2625,lastname2625,November,8,99,BS IT Entrepreneurship,639276437093.00,927.64,927,,,,,,,,,,,,
name2626,lastname2626,July,22,98,BS Comtech,639272982396.00,927.30,927,,,,,,,,,,,,
name2627,lastname2627,January,24,0,BS IT Entrepreneurship,639277447996.00,927.74,927,,,,,,,,,,,,
name2628,lastname2628,January,3,99,BS Comtech,639181978797.00,918.20,918,,,,,,,,,,,,
name2629,lastname2629,November,20,97,BS Management Engineering,639181535257.00,918.15,918,,,,,,,,,,,,
name2630,lastname2630,January,20,1,BS Legal Management,639185925507.00,918.59,918,,,,,,,,,,,,
name2631,lastname2631,December,17,99,BS Comtech,639274103184.00,927.41,927,,,,,,,,,,,,
name2632,lastname2632,December,21,99,BS IT Entrepreneurship,639275456383.00,927.55,927,,,,,,,,,,,,
name2633,lastname2633,August,1,99,BS Legal Management,639276222939.00,927.62,927,,,,,,,,,,,,
name2634,lastname2634,December,23,97,BS Management,639176952648.00,917.70,917,,,,,,,,,,,,
name2635,lastname2635,November,11,99,BS Legal Management,639172074784.00,917.21,917,,,,,,,,,,,,
name2636,lastname2636,January,14,99,BS Management Engineering,639171564149.00,917.16,917,,,,,,,,,,,,
name2637,lastname2637,February,18,99,BS Legal Management,639182948168.00,918.29,918,,,,,,,,,,,,
name2638,lastname2638,November,28,0,BS Management Engineering,639278233247.00,927.82,927,,,,,,,,,,,,
name2639,lastname2639,September,9,99,BS IT Entrepreneurship,639173543063.00,917.35,917,,,,,,,,,,,,
name2640,lastname2640,December,13,97,BS Comtech,639171817772.00,917.18,917,,,,,,,,,,,,
name2641,lastname2641,February,17,99,BS Legal Management,639189526955.00,918.95,918,,,,,,,,,,,,
name2642,lastname2642,May,4,0,BS Management,639173715232.00,917.37,917,,,,,,,,,,,,
name2643,lastname2643,October,9,99,BS Legal Management,639171942461.00,917.19,917,,,,,,,,,,,,
name2644,lastname2644,March,24,1,BS Management Engineering,639172572784.00,917.26,917,,,,,,,,,,,,
name2645,lastname2645,May,19,98,BS Legal Management,639171736943.00,917.17,917,,,,,,,,,,,,
name2646,lastname2646,June,28,98,BS Legal Management,639178327071.00,917.83,917,,,,,,,,,,,,
name2647,lastname2647,April,8,99,BS Management,639184086691.00,918.41,918,,,,,,,,,,,,
name2648,lastname2648,March,13,99,BS IT Entrepreneurship,639185426186.00,918.54,918,,,,,,,,,,,,
name2649,lastname2649,June,11,97,BS Management Engineering,639279006138.00,927.90,927,,,,,,,,,,,,
name2650,lastname2650,June,2,97,BS Comtech,639178354386.00,917.84,917,,,,,,,,,,,,
name2651,lastname2651,June,15,98,BS Comtech,639188845352.00,918.88,918,,,,,,,,,,,,
name2652,lastname2652,November,25,98,BS Legal Management,639276287709.00,927.63,927,,,,,,,,,,,,
name2653,lastname2653,June,16,98,BS Management,639172814502.00,917.28,917,,,,,,,,,,,,
name2654,lastname2654,November,2,1,BS Comtech,639179813960.00,917.98,917,,,,,,,,,,,,
name2655,lastname2655,April,16,97,BS Comtech,639185436769.00,918.54,918,,,,,,,,,,,,
name2656,lastname2656,April,28,98,BS IT Entrepreneurship,639171383778.00,917.14,917,,,,,,,,,,,,
name2657,lastname2657,May,21,99,BS Comtech,639273926719.00,927.39,927,,,,,,,,,,,,
name2658,lastname2658,December,16,97,BS Management Engineering,639184908514.00,918.49,918,,,,,,,,,,,,
name2659,lastname2659,September,12,98,BS Management,639175941999.00,917.59,917,,,,,,,,,,,,
name2660,lastname2660,August,8,98,BS IT Entrepreneurship,639175483351.00,917.55,917,,,,,,,,,,,,
name2661,lastname2661,September,12,99,BS Legal Management,639182049617.00,918.20,918,,,,,,,,,,,,
name2662,lastname2662,September,3,98,BS IT Entrepreneurship,639185099706.00,918.51,918,,,,,,,,,,,,
name2663,lastname2663,August,20,99,BS Management,639176236547.00,917.62,917,,,,,,,,,,,,
name2664,lastname2664,August,3,98,BS Comtech,639184243370.00,918.42,918,,,,,,,,,,,,
name2665,lastname2665,April,12,98,BS Legal Management,639275132139.00,927.51,927,,,,,,,,,,,,
name2666,lastname2666,January,11,98,BS Management Engineering,639272956588.00,927.30,927,,,,,,,,,,,,
name2667,lastname2667,October,10,0,BS Comtech,639178373739.00,917.84,917,,,,,,,,,,,,
name2668,lastname2668,September,8,98,BS IT Entrepreneurship,639181008378.00,918.10,918,,,,,,,,,,,,
name2669,lastname2669,June,9,0,BS Management Engineering,639184387545.00,918.44,918,,,,,,,,,,,,
name2670,lastname2670,May,1,99,BS Management Engineering,639171954206.00,917.20,917,,,,,,,,,,,,
name2671,lastname2671,January,15,98,BS Comtech,639185559070.00,918.56,918,,,,,,,,,,,,
name2672,lastname2672,May,6,98,BS Comtech,639277631636.00,927.76,927,,,,,,,,,,,,
name2673,lastname2673,June,27,98,BS Comtech,639172756658.00,917.28,917,,,,,,,,,,,,
name2674,lastname2674,March,8,1,BS Management,639177313274.00,917.73,917,,,,,,,,,,,,
name2675,lastname2675,September,23,99,BS Management,639171703005.00,917.17,917,,,,,,,,,,,,
name2676,lastname2676,August,25,99,BS Management,639278134925.00,927.81,927,,,,,,,,,,,,
name2677,lastname2677,July,18,99,BS Legal Management,639171305809.00,917.13,917,,,,,,,,,,,,
name2678,lastname2678,July,27,0,BS Management,639271634869.00,927.16,927,,,,,,,,,,,,
name2679,lastname2679,May,23,97,BS Management,639188481893.00,918.85,918,,,,,,,,,,,,
name2680,lastname2680,December,14,99,BS Management Engineering,639271157726.00,927.12,927,,,,,,,,,,,,
name2681,lastname2681,September,12,99,BS Management Engineering,639175728068.00,917.57,917,,,,,,,,,,,,
name2682,lastname2682,November,8,0,BS IT Entrepreneurship,639273841647.00,927.38,927,,,,,,,,,,,,
name2683,lastname2683,September,9,0,BS Management Engineering,639185363717.00,918.54,918,,,,,,,,,,,,
name2684,lastname2684,December,15,98,BS Comtech,639275408705.00,927.54,927,,,,,,,,,,,,
name2685,lastname2685,June,11,97,BS Legal Management,639174396195.00,917.44,917,,,,,,,,,,,,
name2686,lastname2686,December,18,98,BS Management Engineering,639276705740.00,927.67,927,,,,,,,,,,,,
name2687,lastname2687,March,20,99,BS IT Entrepreneurship,639182455369.00,918.25,918,,,,,,,,,,,,
name2688,lastname2688,July,7,97,BS Management,639187043039.00,918.70,918,,,,,,,,,,,,
name2689,lastname2689,March,21,99,BS Comtech,639273461462.00,927.35,927,,,,,,,,,,,,
name2690,lastname2690,August,16,99,BS Management Engineering,639179198868.00,917.92,917,,,,,,,,,,,,
name2691,lastname2691,March,16,0,BS Management Engineering,639277903075.00,927.79,927,,,,,,,,,,,,
name2692,lastname2692,July,11,98,BS Management,639271057640.00,927.11,927,,,,,,,,,,,,
name2693,lastname2693,August,6,99,BS Legal Management,639274952855.00,927.50,927,,,,,,,,,,,,
name2694,lastname2694,November,18,99,BS IT Entrepreneurship,639187772993.00,918.78,918,,,,,,,,,,,,
name2695,lastname2695,September,6,0,BS Legal Management,639185927760.00,918.59,918,,,,,,,,,,,,
name2696,lastname2696,May,11,97,BS IT Entrepreneurship,639275269917.00,927.53,927,,,,,,,,,,,,
name2697,lastname2697,January,1,1,BS Comtech,639171686101.00,917.17,917,,,,,,,,,,,,
name2698,lastname2698,October,3,99,BS IT Entrepreneurship,639179022249.00,917.90,917,,,,,,,,,,,,
name2699,lastname2699,March,17,97,BS IT Entrepreneurship,639185466362.00,918.55,918,,,,,,,,,,,,
name2700,lastname2700,January,16,97,BS Comtech,639278994910.00,927.90,927,,,,,,,,,,,,
name2701,lastname2701,May,26,98,BS Management Engineering,639186311730.00,918.63,918,,,,,,,,,,,,
name2702,lastname2702,April,24,97,BS Legal Management,639271268003.00,927.13,927,,,,,,,,,,,,
name2703,lastname2703,June,27,1,BS Comtech,639271891936.00,927.19,927,,,,,,,,,,,,
name2704,lastname2704,January,20,99,BS Comtech,639277947557.00,927.79,927,,,,,,,,,,,,
name2705,lastname2705,June,17,97,BS Comtech,639275068327.00,927.51,927,,,,,,,,,,,,
name2706,lastname2706,November,24,99,BS Legal Management,639279809974.00,927.98,927,,,,,,,,,,,,
name2707,lastname2707,February,2,1,BS IT Entrepreneurship,639175147049.00,917.51,917,,,,,,,,,,,,
name2708,lastname2708,April,1,97,BS Management Engineering,639177976642.00,917.80,917,,,,,,,,,,,,
name2709,lastname2709,August,23,0,BS Legal Management,639185176058.00,918.52,918,,,,,,,,,,,,
name2710,lastname2710,May,11,1,BS IT Entrepreneurship,639184362312.00,918.44,918,,,,,,,,,,,,
name2711,lastname2711,April,17,0,BS Management Engineering,639173737451.00,917.37,917,,,,,,,,,,,,
name2712,lastname2712,July,23,99,BS Management Engineering,639172479027.00,917.25,917,,,,,,,,,,,,
name2713,lastname2713,March,11,98,BS Legal Management,639171321074.00,917.13,917,,,,,,,,,,,,
name2714,lastname2714,November,16,99,BS Comtech,639175067963.00,917.51,917,,,,,,,,,,,,
name2715,lastname2715,July,12,98,BS IT Entrepreneurship,639277112332.00,927.71,927,,,,,,,,,,,,
name2716,lastname2716,January,21,1,BS Comtech,639186936829.00,918.69,918,,,,,,,,,,,,
name2717,lastname2717,April,7,97,BS Legal Management,639272327777.00,927.23,927,,,,,,,,,,,,
name2718,lastname2718,January,14,99,BS Comtech,639178116162.00,917.81,917,,,,,,,,,,,,
name2719,lastname2719,January,13,98,BS Comtech,639274303410.00,927.43,927,,,,,,,,,,,,
name2720,lastname2720,January,14,0,BS IT Entrepreneurship,639177688378.00,917.77,917,,,,,,,,,,,,
name2721,lastname2721,November,22,1,BS Management,639274266313.00,927.43,927,,,,,,,,,,,,
name2722,lastname2722,September,14,97,BS Management,639183224902.00,918.32,918,,,,,,,,,,,,
name2723,lastname2723,December,17,98,BS IT Entrepreneurship,639183171556.00,918.32,918,,,,,,,,,,,,
name2724,lastname2724,January,20,97,BS Management Engineering,639187759777.00,918.78,918,,,,,,,,,,,,
name2725,lastname2725,August,10,97,BS Legal Management,639179569599.00,917.96,917,,,,,,,,,,,,
name2726,lastname2726,June,2,97,BS Management,639274438591.00,927.44,927,,,,,,,,,,,,
name2727,lastname2727,May,25,98,BS Legal Management,639188736429.00,918.87,918,,,,,,,,,,,,
name2728,lastname2728,January,2,97,BS Comtech,639189827938.00,918.98,918,,,,,,,,,,,,
name2729,lastname2729,March,5,98,BS Comtech,639189222173.00,918.92,918,,,,,,,,,,,,
name2730,lastname2730,May,13,97,BS Legal Management,639271162793.00,927.12,927,,,,,,,,,,,,
name2731,lastname2731,October,25,97,BS Comtech,639177188274.00,917.72,917,,,,,,,,,,,,
name2732,lastname2732,July,20,97,BS Legal Management,639181647973.00,918.16,918,,,,,,,,,,,,
